"";"category";"average"
"3";"Code.Style";0,0281321739130435
"4";"Design";0,0265319565217391
"1";"Error.Prone";0,0261241304347826
"2";"Documentation";0,0200834782608696
"7";"Performance";0,0190710869565217
"5";"Best.Practices";0,0133380434782609
"6";"Multithreading";0,00293
