"";"category";"average"
"9";"indentation";0,0187838596491228
"4";"blocks";0,0169975438596491
"6";"sizes";0,0155854385964912
"8";"javadoc";0,0150085964912281
"3";"checks";0,0141378947368421
"5";"whitespace";0,0130752631578947
"11";"coding";0,0111943859649123
"10";"naming";0,00937877192982456
"1";"imports";0,00789456140350877
"12";"regexp";0,00745543859649123
"2";"design";0,00497017543859649
"7";"modifier";0,00439385964912281
