"";"category";"average"
"1";"Error.Prone";0,0279373770491803
"3";"Code.Style";0,0264203278688525
"4";"Design";0,0254952459016393
"7";"Performance";0,0213440983606557
"2";"Documentation";0,0151250819672131
"5";"Best.Practices";0,0114201639344262
"6";"Multithreading";0,00311213114754098
