"";"category";"average"
"7";"I18N";0,00577741935483871
"1";"SECURITY";0,00476129032258065
"3";"CORRECTNESS";0,00428064516129032
"9";"STYLE";0,00392903225806452
"5";"BAD_PRACTICE";0,00183548387096774
"2";"MALICIOUS_CODE";0
"4";"PERFORMANCE";0
"6";"EXPERIMENTAL";0
"8";"MT_CORRECTNESS";0
