"";"category";"average"
"9";"indentation";0,0146293333333333
"11";"coding";0,011275
"4";"blocks";0,0109281666666667
"8";"javadoc";0,009206
"6";"sizes";0,00915916666666667
"5";"whitespace";0,0088415
"10";"naming";0,007446
"2";"design";0,00674933333333333
"3";"checks";0,0064485
"1";"imports";0,005382
"12";"regexp";0,00434366666666667
"7";"modifier";0,00097
