"";"category";"average"
"9";"indentation";0,0044818
"3";"checks";0,0037412
"2";"design";0,0030192
"11";"coding";0,002359
"8";"javadoc";0,0020422
"4";"blocks";0,0014876
"6";"sizes";0,001158
"12";"regexp";0,0003648
"1";"imports";0,000345
"5";"whitespace";0,00008
"7";"modifier";0,00008
"10";"naming";0,00008
